Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Attendance_Percentage,Study_Hours_Per_Week,Assignment_Submission_Rate,Login_Frequency,Video_Watch_Percentage,Doubts_Asked,Extracurricular_Score
2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,35,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout,67,22,49,19,62,11,18
2,12,1,4,1,3,1,3,14,5,7,0,0,0,1,1,0,32,0,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate,59,16,95,10,92,1,29
1,1,1,16,1,1,1,19,24,1,1,0,0,0,1,1,0,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,86,17,30,6,70,6,0
1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled,98,16,87,9,92,0,47
1,4,1,17,0,15,1,22,27,7,7,1,0,0,1,1,0,44,0,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout,46,2,73,2,42,3,18
2,12,1,11,1,12,1,22,14,10,11,0,0,0,1,1,0,53,0,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate,50,4,35,4,51,9,51
1,12,1,7,1,12,1,22,27,10,5,0,0,1,0,1,0,28,0,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout,59,21,79,9,50,14,84
1,4,1,17,0,3,1,22,27,10,10,0,0,0,1,1,0,31,0,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout,55,34,49,15,36,14,21
1,1,1,2,1,1,1,1,28,6,10,0,0,1,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled,43,30,43,13,77,12,49
1,12,1,4,1,1,1,1,3,10,11,0,0,1,0,1,0,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout,45,6,34,8,54,10,65
1,1,1,6,1,1,1,1,1,10,10,1,0,0,1,1,0,19,0,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate,97,17,70,19,49,3,5
1,6,1,2,1,1,12,1,1,3,10,0,0,0,1,1,0,21,1,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled,61,25,69,19,83,14,63
1,9,1,7,1,1,1,3,14,4,6,0,0,0,1,1,1,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,65,5,63,16,72,4,20
1,15,1,4,1,14,1,13,14,6,6,1,0,0,1,1,0,20,0,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate,42,5,74,11,70,13,96
1,12,1,5,1,1,1,22,27,8,8,0,0,0,1,1,0,55,0,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate,80,20,56,10,56,13,18
1,1,1,9,1,1,1,13,27,5,9,0,0,0,1,1,0,27,0,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled,99,16,73,8,25,9,90
1,8,2,7,1,1,1,10,14,6,6,0,0,0,1,1,0,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout,81,9,62,1,53,14,36
1,1,1,9,1,1,1,13,27,10,10,0,0,0,1,1,0,18,0,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate,53,5,62,10,75,14,62
2,12,1,15,1,1,1,22,27,8,5,0,0,0,1,1,0,43,0,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,50,2,73,18,44,0,28
1,9,3,11,1,1,1,13,14,10,7,1,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,57,9,49,3,32,6,59
1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,93,22,65,11,82,10,91
1,8,5,11,1,1,1,22,28,10,10,1,0,1,1,1,1,20,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,51,22,36,18,85,1,33
2,12,1,17,0,1,1,22,14,10,10,0,0,1,0,1,0,29,0,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout,62,22,61,3,24,11,0
1,12,1,8,1,12,1,22,27,10,11,1,0,1,1,1,0,44,0,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout,51,34,96,8,94,14,47
1,1,1,7,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled,52,29,68,14,30,10,88
1,15,1,4,1,14,1,22,27,10,2,0,0,0,1,1,1,20,0,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled,64,33,53,6,97,14,20
1,14,1,5,1,1,1,23,27,9,8,1,0,0,1,1,0,20,0,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,Dropout,84,18,99,15,63,12,33
2,12,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,36,0,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,90,7,83,14,88,10,25
1,15,1,8,1,14,1,5,1,3,6,1,0,0,1,1,0,19,0,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled,97,1,67,7,21,12,35
2,12,1,6,1,12,1,22,27,12,12,0,0,0,0,1,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,58,33,61,10,59,1,98
1,1,1,14,1,1,1,1,1,10,10,1,0,0,1,1,0,18,0,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,Dropout,94,1,74,15,56,7,22
1,12,1,4,1,1,1,1,1,2,7,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,85,24,90,10,68,14,80
1,1,1,15,1,1,1,3,14,3,6,0,0,0,1,1,0,20,0,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate,75,4,99,17,94,8,46
2,12,1,3,0,12,1,13,27,10,10,0,0,1,0,1,0,45,0,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout,84,4,82,19,55,5,75
1,14,2,12,1,1,1,23,27,5,5,1,0,0,1,1,1,28,0,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate,47,18,80,17,94,10,43
1,1,1,11,1,1,1,13,28,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled,68,27,85,12,92,0,19
1,1,1,12,1,1,1,1,14,5,8,1,0,0,1,1,0,18,0,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,Graduate,94,32,56,15,89,0,26
1,1,2,9,1,1,1,13,14,10,5,1,0,0,1,1,0,23,0,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout,92,33,67,12,53,13,60
1,14,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,94,28,91,9,77,10,36
1,1,1,5,1,1,1,13,14,6,6,0,0,0,1,1,1,22,0,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate,71,6,47,5,56,6,83
1,12,1,17,0,9,1,22,28,6,6,0,0,0,1,1,0,33,0,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate,90,16,93,4,79,7,51
1,17,1,4,1,16,1,1,28,10,7,0,0,0,1,1,0,21,0,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,Graduate,83,34,59,12,31,2,74
2,12,1,9,1,1,1,22,27,10,6,0,0,0,1,1,0,45,0,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate,57,23,78,16,51,8,91
2,12,1,4,1,1,1,22,27,10,10,0,0,0,0,1,0,44,0,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout,45,24,70,9,23,3,61
4,12,1,14,1,1,1,13,14,12,13,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,57,13,42,3,52,3,65
1,9,1,9,1,1,1,13,1,10,8,1,0,0,1,1,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout,58,18,63,3,62,2,23
1,8,6,9,1,1,1,13,28,6,7,1,0,0,1,1,0,20,0,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled,61,13,54,18,28,7,79
1,1,2,11,1,1,1,1,28,3,9,1,0,0,1,1,1,20,0,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,76,17,95,17,70,8,11
1,8,2,15,1,1,1,1,1,5,5,1,0,0,1,1,0,20,0,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled,71,15,47,10,39,0,15
1,1,2,9,1,1,1,1,1,10,7,0,0,0,1,1,0,19,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled,95,18,34,2,58,1,35
1,16,1,3,0,1,1,1,1,5,5,0,0,1,0,1,0,26,0,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,Dropout,80,23,48,11,42,0,1
2,12,1,4,1,1,1,22,27,9,8,0,0,0,1,1,0,31,0,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate,98,30,71,3,60,13,88
1,1,1,15,1,1,1,1,14,10,10,0,0,1,1,1,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate,42,34,47,2,63,3,61
1,12,1,15,1,12,1,22,27,1,1,1,0,0,1,1,0,28,0,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,67,4,61,9,54,9,63
1,1,1,2,1,1,1,13,27,10,10,1,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,49,3,50,19,42,6,28
2,1,2,3,0,1,1,22,1,10,11,1,0,0,1,0,0,43,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate,90,7,39,2,77,13,91
1,12,1,2,1,12,17,1,14,3,8,0,0,0,1,1,1,25,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,74,18,66,19,67,6,73
1,12,1,10,1,12,1,22,27,10,10,0,1,1,1,0,0,40,0,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout,68,7,78,2,77,11,86
1,15,1,6,1,14,3,5,4,2,2,0,0,0,1,0,0,20,1,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,Graduate,93,6,42,15,76,5,95
2,12,1,3,0,9,1,22,27,10,2,0,0,0,1,0,0,46,0,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate,54,22,84,3,58,12,30
1,16,1,1,1,1,1,13,27,6,8,0,0,0,1,0,0,26,0,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,Graduate,72,1,46,5,47,10,82
2,12,1,12,1,1,1,3,1,6,6,0,0,0,1,0,1,34,0,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,Graduate,46,4,38,11,83,4,14
1,9,3,16,1,1,1,23,27,10,6,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,51,29,73,7,81,10,54
1,1,6,12,1,1,1,13,14,10,10,1,0,0,1,0,1,18,0,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate,88,21,75,6,81,3,32
1,1,1,13,1,1,1,13,14,5,10,1,0,0,1,0,0,18,0,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,Graduate,69,26,37,14,45,11,80
1,12,1,3,0,1,1,23,27,10,8,0,0,0,1,1,1,37,0,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate,60,14,66,1,70,12,51
1,8,1,2,1,1,1,13,28,10,8,0,0,0,1,1,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,70,9,48,17,69,13,99
1,14,1,5,1,1,1,13,28,10,8,0,0,0,1,1,0,26,0,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,Graduate,97,12,92,17,55,7,19
1,5,2,15,1,1,9,13,28,4,6,1,0,0,0,0,0,18,1,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,63,6,75,14,45,6,72
1,6,1,12,1,1,20,3,2,14,5,1,0,0,1,0,0,18,1,0,7,15,4,11.575,0,0,7,10,5,12.419999999999998,0,12.4,0.5,1.79,Enrolled,59,20,55,10,52,10,37
1,8,4,12,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate,76,24,75,8,87,10,2
1,5,2,6,1,1,9,13,1,5,10,0,0,0,1,0,0,18,1,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate,43,27,75,8,92,9,53
1,1,1,14,1,1,1,1,3,5,4,1,0,0,1,0,0,19,0,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout,67,8,43,14,27,0,65
1,8,4,7,1,1,15,1,1,29,36,1,0,0,1,1,0,20,1,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled,83,1,92,7,85,5,17
1,8,1,5,1,1,1,1,1,2,6,0,0,0,1,0,1,22,0,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate,59,24,32,6,42,13,86
1,1,3,12,1,1,1,13,1,10,6,1,0,0,1,0,1,18,0,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,Graduate,99,7,57,4,89,1,82
1,8,1,11,1,1,1,13,29,6,5,0,0,0,1,0,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate,63,19,58,1,74,3,6
1,1,3,15,1,1,1,23,28,6,6,1,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,89,22,47,15,62,4,34
1,1,6,11,1,1,1,23,27,6,8,1,0,0,1,0,1,18,0,0,6,7,6,13.0,0,0,6,6,6,13.0,0,12.4,0.5,1.79,Graduate,88,30,64,15,40,7,83
1,1,2,11,1,1,1,4,3,8,5,1,0,0,1,0,0,18,0,0,6,8,6,12.142857142857142,0,0,6,6,6,11.166666666666666,0,8.9,1.4,3.51,Graduate,90,29,76,1,41,5,83
1,8,6,12,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,7,8,7,13.875714285714285,0,0,8,9,7,13.085714285714284,0,11.1,0.6,2.02,Graduate,71,22,34,3,28,10,82
1,8,1,16,1,1,1,13,1,6,6,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,80,11,88,5,53,1,79
1,8,4,10,1,1,1,1,14,10,6,1,0,0,1,0,1,19,0,0,6,12,6,11.666666666666666,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout,75,20,88,5,78,4,84
1,1,2,6,1,1,1,3,1,5,8,1,0,0,1,0,0,18,0,0,6,13,6,13.153846153846152,0,0,6,12,3,11.0,0,15.5,2.8,-4.06,Graduate,97,29,76,4,45,14,92
1,1,4,5,1,1,1,1,1,10,8,1,0,0,1,0,1,18,0,0,6,6,6,14.5,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,Dropout,92,34,42,17,20,4,59
1,8,6,12,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14.44142857142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,Graduate,73,1,62,14,24,5,23
1,8,2,15,1,1,1,3,28,3,7,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate,75,31,91,8,60,0,92
1,8,1,9,1,1,1,13,28,5,9,0,0,0,1,0,1,18,0,0,5,5,5,11.6,0,0,5,12,4,12.625,0,10.8,1.4,1.74,Graduate,41,30,45,2,82,7,94
1,8,1,15,1,1,1,1,1,5,8,1,0,1,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,16.2,0.3,-0.92,Graduate,54,18,73,8,41,2,38
1,15,1,4,1,14,1,22,28,10,7,0,0,0,1,0,1,20,0,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate,73,17,87,1,87,4,11
1,7,2,10,1,1,1,23,27,4,6,1,0,0,1,0,1,19,0,0,6,14,3,12.666666666666666,0,0,6,7,6,11.0,0,9.4,-0.8,-3.12,Graduate,75,14,35,4,67,6,93
1,8,1,8,1,1,1,2,14,3,7,1,0,0,1,0,1,18,0,0,6,7,6,12.833333333333334,1,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled,45,23,44,19,85,2,52
1,1,1,10,1,1,1,23,28,9,8,1,0,0,1,0,1,19,0,0,6,7,6,11.857142857142858,0,0,6,8,6,13.142857142857142,0,12.4,0.5,1.79,Graduate,78,25,33,5,35,13,63
1,8,2,16,1,1,1,3,1,2,6,1,0,0,1,0,0,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled,81,15,85,5,99,9,3
1,14,1,8,1,1,14,3,4,4,3,0,0,0,1,0,0,19,1,0,5,10,5,14.857142857142858,2,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled,90,22,93,19,72,14,93
1,1,1,14,1,1,1,13,14,8,8,0,0,0,1,0,0,19,0,0,6,7,6,14.714285714285714,0,0,6,6,6,15.833333333333334,0,12.4,0.5,1.79,Graduate,90,3,97,12,84,12,4
1,6,1,14,1,1,12,27,1,3,8,0,1,1,1,0,0,20,1,0,6,6,6,13.5,0,0,6,9,5,13.0,0,8.9,1.4,3.51,Graduate,97,19,63,1,98,14,15
1,9,1,8,1,1,1,23,14,10,6,1,0,0,1,0,1,18,0,0,5,7,4,11.5,0,0,5,5,5,12.4,0,10.8,1.4,1.74,Graduate,93,34,85,7,83,5,26
1,4,1,9,1,3,1,1,29,5,8,0,0,0,1,0,0,33,0,2,5,9,2,14.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout,51,1,61,17,87,4,3
1,1,1,16,1,1,1,13,14,5,6,0,0,0,1,0,1,19,0,0,7,8,6,12.833333333333334,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,42,21,38,2,82,6,71
1,8,2,13,1,1,1,1,1,10,10,0,0,0,1,0,1,18,0,0,7,7,7,13.428571428571429,0,0,8,8,8,14.75,0,15.5,2.8,-4.06,Graduate,84,29,92,11,81,9,47
1,8,1,5,1,1,1,13,1,5,4,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,57,6,62,7,90,14,7
1,15,1,4,1,14,1,23,28,7,4,0,0,0,1,0,0,19,0,0,6,18,3,11.666666666666666,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled,79,1,50,17,64,10,80
1,1,3,15,1,1,1,3,1,3,9,1,0,0,1,0,0,18,0,0,6,6,6,16.0,0,0,6,7,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,60,1,84,3,71,2,45
1,1,1,10,1,1,1,13,14,10,6,1,0,0,1,0,0,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,54,27,86,6,93,12,43
1,1,5,12,1,1,1,13,27,8,8,1,0,0,1,0,0,19,0,0,8,9,8,13.2325,1,0,8,9,8,13.2325,1,9.4,-0.8,-3.12,Graduate,72,21,31,11,84,13,66
1,1,2,15,1,1,1,13,14,10,10,1,0,0,1,1,1,18,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,74,16,42,18,21,1,90
1,8,2,11,1,1,1,1,2,6,4,1,0,1,1,1,1,19,0,0,6,14,2,10.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,65,26,33,18,68,3,51
1,14,1,3,0,1,9,22,27,10,10,1,0,0,1,0,0,25,1,8,16,16,15,13.333333333333334,0,11,13,13,11,12.272727272727272,0,13.9,-0.3,0.79,Graduate,47,16,79,10,41,2,33
1,8,3,5,1,1,1,3,3,5,5,1,0,0,1,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled,75,28,77,5,48,14,61
1,1,1,3,0,1,1,23,27,6,6,0,0,0,1,0,0,19,0,0,6,6,6,12.5,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate,87,1,59,15,54,3,20
1,8,1,17,0,1,1,19,24,1,1,1,0,1,1,1,0,33,0,0,5,8,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,69,10,58,4,95,6,23
1,9,4,7,1,1,1,13,28,32,39,1,0,1,1,1,0,18,0,0,5,11,3,10.666666666666666,0,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,Enrolled,62,17,37,1,43,4,43
1,1,1,7,1,1,1,13,27,6,9,1,0,0,1,1,0,18,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled,81,23,41,15,49,3,40
1,6,1,9,1,1,12,1,1,3,4,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate,83,7,70,17,61,13,28
1,1,2,2,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,53,7,55,19,90,14,5
1,14,1,9,1,1,1,23,14,20,36,0,0,0,1,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.666666666666666,0,13.9,-0.3,0.79,Enrolled,53,15,79,14,69,5,55
1,1,1,15,1,1,1,13,1,6,11,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Dropout,41,34,31,19,90,6,13
1,8,5,16,1,1,1,3,14,3,8,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate,94,4,84,18,79,11,49
1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate,76,14,85,2,49,13,77
2,12,1,12,1,12,1,23,28,3,11,0,0,0,1,0,0,37,0,0,7,9,2,10.75,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Dropout,44,14,43,6,31,10,51
1,1,1,10,1,1,1,23,1,3,5,0,0,0,1,0,0,20,0,0,6,11,1,12.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,77,16,35,13,68,4,87
1,1,1,11,1,1,14,22,27,6,6,1,0,0,1,0,1,20,1,0,6,6,6,14.0,0,0,6,6,6,13.333333333333334,0,10.8,1.4,1.74,Graduate,84,7,90,17,65,11,76
1,6,1,10,1,1,12,13,14,10,7,0,0,0,1,1,0,21,1,0,6,7,6,12.333333333333334,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,80,32,41,6,62,6,0
1,8,1,12,1,1,1,23,1,6,5,0,0,0,1,0,1,18,0,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,Graduate,93,19,42,5,21,2,11
1,12,1,3,0,1,1,13,1,10,9,0,0,0,1,0,0,26,0,0,6,14,3,10.666666666666666,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled,99,2,48,7,94,6,23
1,12,1,9,1,9,1,22,27,10,8,0,0,1,1,0,0,41,0,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled,86,10,73,1,99,11,36
1,1,2,15,1,1,1,13,1,4,10,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate,53,17,88,13,73,14,83
1,1,4,12,1,1,1,13,27,10,8,0,0,1,1,0,0,18,0,0,8,9,8,14.4025,1,0,8,9,8,14.4025,1,9.4,-0.8,-3.12,Graduate,95,12,66,19,54,2,69
1,1,1,12,1,1,1,23,28,10,10,1,0,0,1,0,0,31,0,0,7,9,7,15.46875,0,0,8,8,8,16.3875,0,11.1,0.6,2.02,Graduate,78,6,54,1,71,13,75
1,1,1,10,1,1,1,1,1,5,11,0,0,1,1,0,0,23,0,0,6,8,6,12.625,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,64,22,45,13,52,5,84
1,1,4,12,1,1,1,22,14,10,10,1,0,0,1,0,0,19,0,0,7,7,6,14.983333333333334,0,0,7,7,6,14.983333333333334,0,7.6,2.6,0.32,Graduate,59,32,67,11,91,7,2
1,7,3,15,1,1,1,22,28,5,10,1,0,0,1,0,1,20,0,0,6,6,6,15.0,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate,41,20,72,7,70,12,26
2,12,1,3,0,1,1,22,27,8,6,0,0,0,1,0,0,40,0,5,9,9,9,15.88888888888889,0,3,7,7,7,14.142857142857142,0,12.7,3.7,-1.7,Graduate,78,1,43,3,45,14,52
1,15,1,6,1,14,1,22,27,10,10,1,0,1,1,0,0,32,0,0,6,14,4,11.5,0,0,6,14,3,11.0,0,16.2,0.3,-0.92,Dropout,45,6,35,1,81,5,99
